 a 	c
http://de.dbpedia.org/resource/Ridley_Scott 	"119070405"@de
http://de.dbpedia.org/resource/Robert_Benton 	"138235570"@de
http://de.dbpedia.org/resource/Robert_Zemeckis 	"119248190"@de
http://de.dbpedia.org/resource/Robert_Siodmak 	"11861472X"@de
http://de.dbpedia.org/resource/Richard_Attenborough 	"118898752"@de
http://de.dbpedia.org/resource/Robert_Redford 	"118743708"@de
http://de.dbpedia.org/resource/Robert_De_Niro 	"118823930"@de
http://de.dbpedia.org/resource/Robert_Goddard 	"122645936"@de
http://de.dbpedia.org/resource/Rachel_Ward 	"141216077"@de
http://de.dbpedia.org/resource/Reese_Witherspoon 	"130459143"@de
http://de.dbpedia.org/resource/Robin_Williams 	"119040468"@de
http://de.dbpedia.org/resource/Robert_Musil 	"118585916"@de
http://de.dbpedia.org/resource/Rudolf_Scharping 	"119154013"@de
http://de.dbpedia.org/resource/Rita_Süssmuth 	"118992872"@de
http://de.dbpedia.org/resource/Rene_Russo 	"140973389"@de
http://de.dbpedia.org/resource/Richard_Feynman 	"118827545"@de
http://de.dbpedia.org/resource/Robert_Anton_Wilson 	"119104679"@de
http://de.dbpedia.org/resource/Richard_Adams 	"120675285"@de
http://de.dbpedia.org/resource/Roland_Freisler 	"118693093"@de
http://de.dbpedia.org/resource/Grigori_Jefimowitsch_Rasputin 	"118598376"@de
http://de.dbpedia.org/resource/Richard_Stallman 	"124015891"@de
http://de.dbpedia.org/resource/Richard_Wagner 	"118594117"@de
http://de.dbpedia.org/resource/Sergei_Michailowitsch_Eisenstein 	"118529684"@de
http://de.dbpedia.org/resource/Stanley_Kubrick 	"11856739X"@de
http://de.dbpedia.org/resource/Steven_Soderbergh 	"122100778"@de
http://de.dbpedia.org/resource/Sergio_Leone 	"118727540"@de
http://de.dbpedia.org/resource/Sogo_Ishii 	"137332513"@de
http://de.dbpedia.org/resource/Steven_Spielberg 	"118812068"@de
http://de.dbpedia.org/resource/Steve_Jobs 	"118868284"@de
http://de.dbpedia.org/resource/Sydney_Pollack 	"118898744"@de
http://de.dbpedia.org/resource/Sylvester_Stallone 	"118812076"@de
http://de.dbpedia.org/resource/Suzanne_Vega 	"131999087"@de
http://de.dbpedia.org/resource/Sam_Neill 	"130493775"@de
http://de.dbpedia.org/resource/Sharon_Stone 	"119285215"@de
http://de.dbpedia.org/resource/Sophia_Loren 	"118574302"@de
http://de.dbpedia.org/resource/Stella_Stevens 	"142323888"@de
http://de.dbpedia.org/resource/Sandra_Bullock 	"119451417"@de
http://de.dbpedia.org/resource/Stephen_Hawking 	"118761285"@de
http://de.dbpedia.org/resource/Scott_Joplin 	"119174030"@de
http://de.dbpedia.org/resource/Sergei_Pawlowitsch_Koroljow 	"118565540"@de
http://de.dbpedia.org/resource/Sokrates 	"118615270"@de
http://de.dbpedia.org/resource/Steve_Wozniak 	"132222361"@de
http://de.dbpedia.org/resource/Stephen_Baxter 	"124280927"@de
http://de.dbpedia.org/resource/Schimon_Peres 	"119135086"@de
http://de.dbpedia.org/resource/Saddam_Hussein 	"118835300"@de
http://de.dbpedia.org/resource/Stephen_Jay_Gould 	"121391876"@de
http://de.dbpedia.org/resource/Stanislaw_Lem 	"118571419"@de
http://de.dbpedia.org/resource/Sidney_Poitier 	"122438698"@de
http://de.dbpedia.org/resource/Stefan_Banach 	"11865697X"@de
http://de.dbpedia.org/resource/Staufer 	"118616951"@de
http://de.dbpedia.org/resource/Sophokles 	"118615688"@de
http://de.dbpedia.org/resource/Silvio_Gesell 	"118538934"@de
http://de.dbpedia.org/resource/Siddhartha_Gautama 	"118664417"@de
http://de.dbpedia.org/resource/Sigismund_Wilhelm_Koelle 	"116289228"@de
http://de.dbpedia.org/resource/Sally_Potter 	"122855930"@de
http://de.dbpedia.org/resource/Stanley_Milgram 	"12410343X"@de
http://de.dbpedia.org/resource/Steven_Pinker 	"120137305"@de
http://de.dbpedia.org/resource/Tom_Tykwer 	"120341808"@de
http://de.dbpedia.org/resource/Terry_Gilliam 	"119011077"@de
http://de.dbpedia.org/resource/Tom_Hanks 	"119287781"@de
http://de.dbpedia.org/resource/Takeshi_Kitano 	"122441176"@de
http://de.dbpedia.org/resource/Thomas_von_Aquin 	"118622110"@de
http://de.dbpedia.org/resource/Tobey_Maguire 	"132089149"@de
http://de.dbpedia.org/resource/Tommy_Lee_Jones 	"12476679X"@de
http://de.dbpedia.org/resource/Tom_Jones 	"118895877"@de
http://de.dbpedia.org/resource/Theodor_Heuss 	"118550578"@de
http://de.dbpedia.org/resource/Thelonious_Monk 	"118826158"@de
http://de.dbpedia.org/resource/Thorwald_Dethlefsen 	"120302942"@de
http://de.dbpedia.org/resource/Trebonianus_Gallus 	"129344966"@de
http://de.dbpedia.org/resource/Thomas_Jonathan_Jackson 	"11890793X"@de
http://de.dbpedia.org/resource/Tiberius 	"118622501"@de
http://de.dbpedia.org/resource/Theodor_Herzl 	"118550241"@de
http://de.dbpedia.org/resource/Tony_Blair 	"119305658"@de
http://de.dbpedia.org/resource/Trajan 	"118623567"@de
http://de.dbpedia.org/resource/Titus 	"118622951"@de
http://de.dbpedia.org/resource/Tendzin_Gyatsho 	"118523449"@de
http://de.dbpedia.org/resource/Thor_Heyerdahl 	"115514864"@de
http://de.dbpedia.org/resource/Thomas_Mann 	"118577166"@de
http://de.dbpedia.org/resource/Tycho_Brahe 	"118514237"@de
http://de.dbpedia.org/resource/Thales 	"118801732"@de
http://de.dbpedia.org/resource/Theodor_Zwinger_der_Ältere 	"118773313"@de
http://de.dbpedia.org/resource/Thomas_S._Kuhn 	"118567918"@de
http://de.dbpedia.org/resource/Tom_Wiggins 	"123274931"@de
http://de.dbpedia.org/resource/Vitellius 	"118805495"@de
http://de.dbpedia.org/resource/Vannevar_Bush 	"119096854"@de
http://de.dbpedia.org/resource/Umberto_Eco 	"11852884X"@de
http://de.dbpedia.org/resource/Ursula_K._Le_Guin 	"118923382"@de
http://de.dbpedia.org/resource/Ulrich_Plenzdorf 	"118595024"@de
http://de.dbpedia.org/resource/Vergil 	"118626574"@de
http://de.dbpedia.org/resource/Virginia_Woolf 	"118635174"@de
http://de.dbpedia.org/resource/Vespasian 	"11862671X"@de
http://de.dbpedia.org/resource/Viktor_Kaplan 	"118720783"@de
http://de.dbpedia.org/resource/Woody_Harrelson 	"129592552"@de
http://de.dbpedia.org/resource/Vitruv 	"118627252"@de
http://de.dbpedia.org/resource/Victor_Borge 	"121668916"@de
http://de.dbpedia.org/resource/Woody_Allen 	"118502077"@de
http://de.dbpedia.org/resource/Werner_Nekes 	"118738402"@de
http://de.dbpedia.org/resource/Werner_Herzog 	"118550276"@de
http://de.dbpedia.org/resource/Warren_Beatty 	"118849980"@de
http://de.dbpedia.org/resource/William_Hurt 	"118917099"@de
http://de.dbpedia.org/resource/Wolfgang_Pauli 	"118592122"@de
http://de.dbpedia.org/resource/Werner_Heisenberg 	"118548670"@de
http://de.dbpedia.org/resource/William_Gibson 	"122148010"@de
http://de.dbpedia.org/resource/Wilhelm_Schickard 	"118607421"@de
http://de.dbpedia.org/resource/Wilhelm_von_Ockham 	"118633015"@de
http://de.dbpedia.org/resource/Wernher_von_Braun 	"118514652"@de
http://de.dbpedia.org/resource/Wolfgang_Amadeus_Mozart 	"118584596"@de
http://de.dbpedia.org/resource/Woodrow_Wilson 	"118643401"@de
http://de.dbpedia.org/resource/William_Shakespeare 	"118613723"@de
http://de.dbpedia.org/resource/Walter_Bruch 	"130312762"@de
http://de.dbpedia.org/resource/Walter_Ruttmann 	"119053500"@de
http://de.dbpedia.org/resource/Aischylos 	"118500856"@de
http://de.dbpedia.org/resource/Hans_Baluschek 	"118652230"@de
http://de.dbpedia.org/resource/Spider-Man 	"123913780"@de
http://de.dbpedia.org/resource/Batman 	"119086611"@de
http://de.dbpedia.org/resource/Reinhold_Begas 	"119469081"@de
http://de.dbpedia.org/resource/Hans_Geiger_(Physiker) 	"118538144"@de
http://de.dbpedia.org/resource/Superman 	"129105295"@de
http://de.dbpedia.org/resource/Heather_Nova 	"134866177"@de
http://de.dbpedia.org/resource/Baruch_de_Spinoza 	"118616242"@de
http://de.dbpedia.org/resource/At-Tabari 	"118620436"@de
http://de.dbpedia.org/resource/Homer 	"11855333X"@de
http://de.dbpedia.org/resource/Morihei_Ueshiba 	"118892207"@de
http://de.dbpedia.org/resource/Albert_de_Brudzewo 	"102419035"@de
http://de.dbpedia.org/resource/Thomas_Hobbes 	"118551698"@de
http://de.dbpedia.org/resource/Astrid_Lindgren 	"118573217"@de
http://de.dbpedia.org/resource/Thomas_Morus 	"118641158"@de
http://de.dbpedia.org/resource/Giuseppe_Peano 	"11873976X"@de
http://de.dbpedia.org/resource/David_Hume 	"118554735"@de
http://de.dbpedia.org/resource/Aeneas 	"11850083X"@de
http://de.dbpedia.org/resource/Hannah_Arendt 	"11850391X"@de
http://de.dbpedia.org/resource/Charlotte_Corday 	"118676881"@de
http://de.dbpedia.org/resource/Robert_F._Kennedy 	"118721836"@de
http://de.dbpedia.org/resource/Alan_Alexander_Milne 	"118784072"@de
http://de.dbpedia.org/resource/Wolf_von_Niebelschütz 	"119128640"@de
http://de.dbpedia.org/resource/Walter_Gropius 	"118542443"@de
http://de.dbpedia.org/resource/Hans_von_Kulmbach 	"118567993"@de
http://de.dbpedia.org/resource/Karl_Schwarzschild 	"119051524"@de
http://de.dbpedia.org/resource/Adam_Kraft 	"118715372"@de
http://de.dbpedia.org/resource/Alexander_Michailowitsch_Rodtschenko 	"118641999"@de
http://de.dbpedia.org/resource/Eugène_Atget 	"118504835"@de
http://de.dbpedia.org/resource/W._Eugene_Smith 	"119272547"@de
http://de.dbpedia.org/resource/Johannes_Reuchlin 	"118744658"@de
http://de.dbpedia.org/resource/Bertha_Benz 	"1012176428"@de
http://de.dbpedia.org/resource/Orhan_Pamuk 	"119104687"@de
http://de.dbpedia.org/resource/Michael_Ellis_DeBakey 	"123681162"@de
http://de.dbpedia.org/resource/Weegee 	"118815288"@de
http://de.dbpedia.org/resource/Ansel_Adams 	"11881303X"@de
http://de.dbpedia.org/resource/Georg_Cantor 	"118518887"@de
http://de.dbpedia.org/resource/Thukydides 	"11862234X"@de
http://de.dbpedia.org/resource/Grandma_Moses 	"118641212"@de
http://de.dbpedia.org/resource/Georges-Louis_Leclerc_de_Buffon 	"118517252"@de
http://de.dbpedia.org/resource/Elisabeth_I. 	"118529870"@de
http://de.dbpedia.org/resource/Taylor_Caldwell 	"118638165"@de
http://de.dbpedia.org/resource/Albert_Bassermann 	"118653407"@de
http://de.dbpedia.org/resource/Elia_Kazan 	"118776975"@de
http://de.dbpedia.org/resource/Baudouin_I._(Belgien) 	"119033321"@de
http://de.dbpedia.org/resource/Albert_Schweitzer 	"11861214X"@de
http://de.dbpedia.org/resource/Richard_Löwenherz 	"118641972"@de
http://de.dbpedia.org/resource/Eduard_Mörike 	"118583107"@de
http://de.dbpedia.org/resource/Jean-Louis_Barrault 	"118506676"@de
http://de.dbpedia.org/resource/Mario_Adorf 	"119066564"@de
http://de.dbpedia.org/resource/Max_Reinhardt 	"118599380"@de
http://de.dbpedia.org/resource/Al-Ghazali 	"118537938"@de
http://de.dbpedia.org/resource/Cesare_Pavese 	"118592289"@de
http://de.dbpedia.org/resource/Carl_von_Ossietzky 	"118590391"@de
http://de.dbpedia.org/resource/Ludovico_Ariosto 	"118503952"@de
http://de.dbpedia.org/resource/Clemens_Brentano 	"118515055"@de
http://de.dbpedia.org/resource/Antonín_Dvorák 	"11852836X"@de
http://de.dbpedia.org/resource/Wilhelm_Raabe 	"118597442"@de
http://de.dbpedia.org/resource/Christoph_von_Dohnányi 	"118526448"@de
http://de.dbpedia.org/resource/Armand-Jean_du_Plessis,_duc_de_Richelieu 	"118600354"@de
http://de.dbpedia.org/resource/Daniel_Carleton_Gajdusek 	"139766863"@de
http://de.dbpedia.org/resource/Lew_Nikolajewitsch_Tolstoi 	"11864291X"@de
http://de.dbpedia.org/resource/Otis_Redding 	"124816401"@de
http://de.dbpedia.org/resource/Markus_Wasmeier 	"119184494"@de
http://de.dbpedia.org/resource/Charles_Dickens 	"118525239"@de
http://de.dbpedia.org/resource/Beda_Venerabilis 	"118508237"@de
http://de.dbpedia.org/resource/Heinrich_Albertz 	"118501542"@de
http://de.dbpedia.org/resource/Johannes_Brahms 	"118514253"@de
http://de.dbpedia.org/resource/Otto_Suhr 	"11875775X"@de
http://de.dbpedia.org/resource/Klaus_Schütz 	"11905910X"@de
http://de.dbpedia.org/resource/Ernst_Reuter 	"118599968"@de
http://de.dbpedia.org/resource/Dionysius_Exiguus 	"118679724"@de
http://de.dbpedia.org/resource/Mansur_al-Halladsch 	"118700987"@de
http://de.dbpedia.org/resource/Novalis 	"118588893"@de
http://de.dbpedia.org/resource/Man_Ray 	"118598694"@de
http://de.dbpedia.org/resource/Robert_Koch 	"118564064"@de
http://de.dbpedia.org/resource/Ludwig_van_Beethoven 	"118508288"@de
http://de.dbpedia.org/resource/Samuel_Barber 	"118924109"@de
http://de.dbpedia.org/resource/Raymond_Queneau 	"118597302"@de
http://de.dbpedia.org/resource/M._C._Escher 	"118531069"@de
http://de.dbpedia.org/resource/Joseph_Beuys 	"118510460"@de
http://de.dbpedia.org/resource/Marc_Chagall 	"118519980"@de
http://de.dbpedia.org/resource/Edgar_Degas 	"118524291"@de
http://de.dbpedia.org/resource/George_Grosz 	"118542672"@de
http://de.dbpedia.org/resource/Paul_Erdos 	"118994050"@de
http://de.dbpedia.org/resource/Norman_Spinrad 	"124366570"@de
http://de.dbpedia.org/resource/Bill_Gates 	"119081199"@de
http://de.dbpedia.org/resource/Tacitus_(Kaiser) 	"12877505X"@de
http://de.dbpedia.org/resource/Anaxagoras 	"118502727"@de
http://de.dbpedia.org/resource/Empedokles 	"118530224"@de
http://de.dbpedia.org/resource/Heraklit 	"118549421"@de
http://de.dbpedia.org/resource/Anaximenes 	"118649043"@de
http://de.dbpedia.org/resource/Xenophanes 	"118635794"@de
http://de.dbpedia.org/resource/Anselm_Kiefer 	"118561901"@de
http://de.dbpedia.org/resource/Augustinus_von_Hippo 	"118505114"@de
http://de.dbpedia.org/resource/Wilhelm_Heinrich_Immanuel_Bleek 	"116201185"@de
http://de.dbpedia.org/resource/René_Magritte 	"118576208"@de
http://de.dbpedia.org/resource/Maurice_Papon 	"119138379"@de
http://de.dbpedia.org/resource/Perleberg 	"573591148"@de
http://de.dbpedia.org/resource/Perleberg 	"942629000"@de
http://de.dbpedia.org/resource/Franz_Marc 	"11857745X"@de
http://de.dbpedia.org/resource/Francis_Bacon_(Maler) 	"11850570X"@de
http://de.dbpedia.org/resource/Albrecht_Dürer 	"11852786X"@de
http://de.dbpedia.org/resource/Friedrich_Merz 	"124068685"@de
http://de.dbpedia.org/resource/Amedeo_Modigliani 	"118582941"@de
http://de.dbpedia.org/resource/Josef_Albers 	"118501429"@de
http://de.dbpedia.org/resource/Francis_Bacon 	"118505696"@de
http://de.dbpedia.org/resource/Vincent_van_Gogh 	"118540416"@de
http://de.dbpedia.org/resource/Walther_Schreiber 	"133755916"@de
http://de.dbpedia.org/resource/Ulrich_Leman 	"116890959"@de
http://de.dbpedia.org/resource/Max_Beckmann 	"118508210"@de
http://de.dbpedia.org/resource/Claude_Monet 	"11858345X"@de
http://de.dbpedia.org/resource/Pablo_Picasso 	"118594206"@de
http://de.dbpedia.org/resource/Sigmar_Polke 	"118741381"@de
http://de.dbpedia.org/resource/Georg_Baselitz 	"11850701X"@de
http://de.dbpedia.org/resource/Max_Ernst 	"118530895"@de
http://de.dbpedia.org/resource/Franka_Potente 	"123298415"@de
http://de.dbpedia.org/resource/Chuck_Palahniuk 	"123864984"@de
http://de.dbpedia.org/resource/Jean_Dubuffet 	"118527681"@de
http://de.dbpedia.org/resource/Robert_Motherwell 	"11904823X"@de
http://de.dbpedia.org/resource/Samuel_Hahnemann 	"11854490X"@de
http://de.dbpedia.org/resource/Wolfgang_Thierse 	"12203337X"@de
http://de.dbpedia.org/resource/Marsden_Hartley 	"118907689"@de
http://de.dbpedia.org/resource/Arshile_Gorky 	"118718185"@de
http://de.dbpedia.org/resource/Peggy_Guggenheim 	"118543407"@de
http://de.dbpedia.org/resource/Joseph_Cornell 	"118522221"@de
http://de.dbpedia.org/resource/Ernst_Ulrich_von_Weizsäcker 	"115441603"@de
http://de.dbpedia.org/resource/Margaret_Thatcher 	"118756680"@de
http://de.dbpedia.org/resource/Nehemia 	"11873833X"@de
http://de.dbpedia.org/resource/Jesaja 	"118639897"@de
http://de.dbpedia.org/resource/Bill_Mollison 	"130003557"@de
http://de.dbpedia.org/resource/Hosea 	"118553763"@de
http://de.dbpedia.org/resource/Pierre_Boulle 	"118662325"@de
http://de.dbpedia.org/resource/Peter_Henlein 	"118710443"@de
http://de.dbpedia.org/resource/Hans_Sachs 	"118604597"@de
http://de.dbpedia.org/resource/George_Orwell 	"118590359"@de
http://de.dbpedia.org/resource/Ivan_Martin_Jirous 	"103338225"@de
http://de.dbpedia.org/resource/Dougal_Dixon 	"110393074"@de
http://de.dbpedia.org/resource/Michelangelo 	"118582143"@de
http://de.dbpedia.org/resource/Pierre-Auguste_Renoir 	"118599755"@de
http://de.dbpedia.org/resource/Rembrandt_van_Rijn 	"11859964X"@de
http://de.dbpedia.org/resource/George_Spencer-Brown 	"119121352"@de
http://de.dbpedia.org/resource/Wolf_Vostell 	"118627988"@de
http://de.dbpedia.org/resource/Harry_Mulisch 	"118920766"@de
http://de.dbpedia.org/resource/Hammurapi_I._(Babylon) 	"118545485"@de
http://de.dbpedia.org/resource/Terry_Pratchett 	"119252880"@de
http://de.dbpedia.org/resource/Juan_Gris 	"118697846"@de
http://de.dbpedia.org/resource/Hans_Christian_Ørsted 	"118786784"@de
http://de.dbpedia.org/resource/Maurice_Denis 	"118671464"@de
http://de.dbpedia.org/resource/Giacomo_Balla 	"118506242"@de
http://de.dbpedia.org/resource/Pierre_Curie 	"118677527"@de
http://de.dbpedia.org/resource/Carl_Benz 	"118509225"@de
http://de.dbpedia.org/resource/Daniel_Bernoulli 	"118656503"@de
http://de.dbpedia.org/resource/Balthus 	"118506331"@de
http://de.dbpedia.org/resource/Marcel_Duchamp 	"11852772X"@de
http://de.dbpedia.org/resource/Egon_Schiele 	"118607499"@de
http://de.dbpedia.org/resource/Ernst_Ludwig_Kirchner 	"118562398"@de
http://de.dbpedia.org/resource/Konstantin_von_Tischendorf 	"118622900"@de
http://de.dbpedia.org/resource/Oskar_Kokoschka 	"118564722"@de
http://de.dbpedia.org/resource/Jürgen_Möllemann 	"11884282X"@de
http://de.dbpedia.org/resource/Pierre_Bonnard 	"118513281"@de
http://de.dbpedia.org/resource/Édouard_Vuillard 	"118628003"@de
http://de.dbpedia.org/resource/Gioachino_Rossini 	"118602985"@de
http://de.dbpedia.org/resource/Klaus_Kinski 	"118562266"@de
http://de.dbpedia.org/resource/Edvard_Beneš 	"118655450"@de
http://de.dbpedia.org/resource/Hermann_Köhl 	"118564196"@de
http://de.dbpedia.org/resource/Sofja_Wassiljewna_Kowalewskaja 	"118565826"@de
http://de.dbpedia.org/resource/Georges_Braque 	"118514504"@de
http://de.dbpedia.org/resource/Paul_Cézanne 	"118519964"@de
http://de.dbpedia.org/resource/Horst_Antes 	"118503316"@de
http://de.dbpedia.org/resource/Karel_Appel 	"118503715"@de
http://de.dbpedia.org/resource/Hans_Arp 	"118504398"@de
http://de.dbpedia.org/resource/Thomas_Newcomen 	"117583871"@de
http://de.dbpedia.org/resource/Ben_Nicholson 	"118587609"@de
http://de.dbpedia.org/resource/Carl_Andre 	"118830686"@de
http://de.dbpedia.org/resource/Joseph_McCarthy 	"118575678"@de
http://de.dbpedia.org/resource/Leonidas_I. 	"118973932"@de
http://de.dbpedia.org/resource/Gerhard_Seyfried 	"115834168"@de
http://de.dbpedia.org/resource/Erwin_Schrödinger 	"118823574"@de
http://de.dbpedia.org/resource/Rudolf_Schlichter 	"118759388"@de
http://de.dbpedia.org/resource/John_von_Neumann 	"118770314"@de
http://de.dbpedia.org/resource/Fritz_Cockerell 	"1014508339"@de
http://de.dbpedia.org/resource/Arnold_Böcklin 	"118512374"@de
http://de.dbpedia.org/resource/Victor_Vasarely 	"118626205"@de
http://de.dbpedia.org/resource/Arthur_Holmes 	"122915178"@de
http://de.dbpedia.org/resource/Carl_von_Alten 	"118648365"@de
http://de.dbpedia.org/resource/Lucas_Cranach_der_Jüngere 	"118522590"@de
http://de.dbpedia.org/resource/Adolf_Eichmann 	"118529447"@de
http://de.dbpedia.org/resource/Lucas_Cranach_der_Ältere 	"118522582"@de
http://de.dbpedia.org/resource/Otto_Dix 	"118526103"@de
http://de.dbpedia.org/resource/Tamara_de_Lempicka 	"118571494"@de
http://de.dbpedia.org/resource/Paul_Gauguin 	"118537822"@de
http://de.dbpedia.org/resource/Giorgio_Vasari 	"118626213"@de
http://de.dbpedia.org/resource/Caspar_David_Friedrich 	"118535889"@de
